OBJECTID,PARKID,PARKNAME,NAME_ALT,PARK_ADDR,CITY_MUNI,COUNTY,STATE,PARKSTATUS,WINTER_STS,FUNC_TYPE,LANDOWNER,OWNERTYPE,AGENCYNAME,AGENCYTYPE,YEAROPEN,LANDCOVER,WATERACRES,LAND_ACRES,PARK_ACRES,PLND_ACRES,TRL_MILES,ACQSOURCE,ACQMETHOD,ACQCOMMENT,DEVSOURCE,DEVCOMMENT,RESTRICTS,LWCFPROT,OTHERPROT,RESPRTCMNT,SERVICAREA,MGTPRIORTY,VLTR_OPPS,SPEC_FEAT,PARK_HOURS,PKING_CAP,VISITORCTS,PASSHOLDER,PARK_EMAIL,PARK_PHONE,PARK_URL,MNTCEEMAIL,MNTCEPHONE,DATAAUTHOR,EDITED_BY,EDITED_DT,CREATED_BY,CREATED_DT,ShapeSTArea,ShapeSTLength
82,28003,Briarwood Nature Area,,2600 Unity Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,20.04604115,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,81121.986968395,2172.78094004567
83,76069,Bridges Playlot,,12250 82nd Ave N,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,1.16344563,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,4708.29743666,328.243189024855
84,24051,Bristol & Mavelle Park,,Bristol Blvd & Mavelle Dr,Edina,053,MN,Open,Open,,,,Edina,05,,,,,1.91704595,,,,,,,,,,,,,,,,Unknown,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,Hennepin County,,,,,7758.0097009,405.256318089897
85,50014,Brittany Park,,11005 Brittany Drive,Champlin,053,MN,Open,Open,,,,Champlin,05,,,,,17.2184171,,,,,,,,,,,,,,,,Sunrise to 10:30pm,,,,recreation@ci.champlin.mn.us,763-421-8100,https://ci.champlin.mn.us/255/City-Parks-Trails,,,Champlin,,,,,69680.461826175,1739.73669423771
86,54010,Broadway Park,,5911 West Broadway Ave N,Crystal,053,MN,Open,Open,,,,Crystal,05,,,,,3.19885495,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,Crystal.Recreation@crystalmn.gov,763-531-1000,https://parksrecreation.hosted.civiclive.com/cms/One.aspx?portalId=11785244&pageId=11911153,,,Hennepin County,,,,,12945.56133803,493.326483046299
87,92007,Brockton Meadows,,19675 Prairieview Dr ,Rogers,053,MN,Open,Open,,,,Rogers Recreation Department,05,,,,,3.55971177,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-428-2253,https://www.rogersmn.gov/parkstovisit,,,Rogers,,,,,14405.642445195,943.728226044205
88,46036,Bronx Park,,2900 Idaho Ave S,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,2.79284208,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,11302.23090328,439.012801966613
89,48030,Brook Oaks Park,,1750 87th Trail North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,10.33487751,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,41823.765421555,1000.69097896462
90,48033,Brookdale Park,,7650 June Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,180.02954989,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,728553.740161715,7093.4930336145
91,48057,Brookland Golf Park,,8232 Regent Avenue,Brooklyn Park,053,MN,Open,,,,,Unknown,97,,,,,26.35434833,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,106652.263784155,1466.0504043496
92,48015,Brooklyn Acres Park,,9161 Hampshire Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,5.44747403,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,22045.117412525,1105.02318449751
93,48080,Brooklyn Junior High,,7377 Noble Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,7.91552862,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,32033.00783687,1101.2545549819
94,92004,Brookside Meadows,,22114 129th Ave N,Rogers,053,MN,Open,Open,,,,Rogers Recreation Department,05,,,,,3.90752561,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-428-2253,https://www.rogersmn.gov/parkstovisit,,,Rogers,,,,,15813.19511677,586.027115003711
95,20001,Brookside Park,,10000 Xerxes Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,22.45894051,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,90890.270478835,1630.57564376194
96,28028,Brookview Community Center & Golf Course,,316 Brookview Parkway South,Golden Valley,053,MN,Open Fee,Open,,,,Golden Valley,05,,,,,153.18321754,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,619922.355346055,3685.83652322734
97,28030,Brookview Park,,200 Brookview Parkway North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,23.0878017,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,93421.1509462,1514.51017200687
98,24046,Browndale Park,,4510 Browndale Avenue,Edina,053,MN,Open,Open,,,,Edina,05,,,,,0.57859048,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,2341.47259873,252.150515781628
99,46005,Browndale Park,,4525 Morningside Rd,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,10.6942044,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,43277.9097401,1037.24178219783
100,01101,Brownie Lake,,I394 & Cedar Lake Pkwy,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,15.79310312,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,63912.42078189,2303.49580751173
101,54002,Brownwood Park,,6800 42nd Ave N,Crystal,053,MN,Open,Open,,,,Crystal,05,,,,,4.05693333,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,Crystal.Recreation@crystalmn.gov,763-531-1000,https://parksrecreation.hosted.civiclive.com/cms/One.aspx?portalId=11785244&pageId=11911153,,,Hennepin County,,,,,16419.86989393,538.327114648869
102,02016,Bryant Lake Regional Park,Bryant Lake Regional Park,6800 Rowland Road,Eden Prairie,053,MN,Open,Open,Regional Park,,,Three Rivers Park District,04,,,,,169.48785271,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,763-559-9000,https://www.threeriversparks.org/locations,,,Three Rivers Park District,,,,,685893.00524195,5200.97714725302
103,20002,Bryant Park,,1001 West 85th Street,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,12.8915079,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,52170.08153504,1030.04295241008
104,01033,Bryant Square,,3101 Bryant Ave. S.,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,3.70695895,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,15001.530641115,529.539652032622
105,77003,Bryantwood Park,,5410 Joyce Street,Maple Plain,053,MN,Open,Open,,,,Maple Plain,05,,,,,1.04950543,,,,,,,,,,,,,,,,Unknown,,,,,763-479-0515,https://www.mapleplain.com/parks,,,Hennepin County,,,,,4247.19778084,439.247519519257
106,20003,Brye Park,,1001 West 85th Street,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,4.54542539,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,18394.129600355,557.189757520526
107,01006,Bryn Mawr Meadows,,1905 Mt. View Ave.,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,51.84156322,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,209795.363054535,2517.4481879661
108,30014,Buffer Park,,400 5th St S,Hopkins,053,MN,Open,Open,,,,Hopkins,05,,,,,3.10815372,,,,,,,,,,,,,,,,Unknown,,,,,952-935-8474,https://www.hopkinsmn.com/Facilities?clear=False,,,Hennepin County,,,,,12578.25184506,523.208929204903
109,30006,Burnes Park,,301 2nd St N,Hopkins,053,MN,Open,Open,,,,Hopkins,05,,,,,6.74891269,,,,,,,,,,,,,,,,Unknown,,,,,952-935-8474,https://www.hopkinsmn.com/Facilities?clear=False,,,Hennepin County,,,,,27311.88068166,768.958918559493
110,59006,Burton Park,,19600 Minnetonka Blvd,Deephaven,053,MN,Open,Open,,,,Deephaven,05,,,,,22.39337271,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-4755,https://cityofdeephaven.org/city-parks-trails-2/,,,Deephaven,,,,,47478.900167075,1922.10034433739
111,28031,Byrd Bluff Open Space,,2415 Byrd Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,1.16310106,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,4706.902980875,551.951768909152
112,22019,Cahlander Park,,65th & Brooklyn Blvd.,Brooklyn Center,053,MN,Open,,,,,Brooklyn Center,05,,,,,5.30907268,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,recreation@ci.brooklyn-center.mn.us,763-569-3400,https://www.brooklyncentermn.gov/government/departments/recreation/parks-trails,,,Brooklyn Center,,,,,21485.054853065,624.191061706492
113,92027,Cambria Farms Park,,14399-14201 Dehnsfield Rd,Rogers,053,MN,Open,Open,,,,Rogers Recreation Department,05,,,,,9.10558963,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-428-2253,https://www.rogersmn.gov/parkstovisit,,,Rogers,,,,,36849.014630175,911.606024328003
114,61031,Camp Edenwood,,6350 INDIAN CHIEF RD,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,51.76811778,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,209476.82804854,2173.13606601552
115,85026,Canary Park,,Dove Ln & Jennings Rd,Mound,053,MN,Open,Open,,,,Mound,05,,,,,0.27075464,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,1095.70513696,217.986298393091
116,61049,Cardinal Creek Conservation Area,,12828 GERARD DR,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,62.29754995,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,252113.084000295,6363.41779450037
117,85024,Carlson Park,,Aveon Dr & Bartlett Blvd,Mound,053,MN,Open,Open,,,,Mound,05,,,,,0.55345614,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,2237.9500432,196.406289374698
118,61004,Carmel Park,,11610 TYRELL DR,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,21.88055319,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,88549.73040796,1828.42342035129
119,46003,Carpenter Park/Skippy Field,,5005 Minnetonka Blvd,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,7.44816468,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,30141.65307608,784.545709581372
120,38018,Casco Point Beach,,Casco Point Rd,Orono,053,MN,Open,Open,,,,Orono,05,,,,,0.35773831,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-249-4600,https://www.oronomn.gov/394/Parks-Golf-Course-Facilities,,,Orono,,,,,1447.71555979,200.56062036413
121,38019,Casco Point Ice Rink,,2545 Casco Point Rd,Orono,053,MN,Open,Open,,,,Orono,05,,,,,3.00972565,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-249-4600,https://www.oronomn.gov/394/Parks-Golf-Course-Facilities,,,Orono,,,,,12179.92757988,468.97780730017
122,38005,Casco Point Park,,3100 Casco Circle,Orono,053,MN,Open,Open,,,,Orono,05,,,,,8.4973056,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-249-4600,https://www.oronomn.gov/394/Parks-Golf-Course-Facilities,,,Orono,,,,,34387.375758555,740.595873198599
123,54020,Cavanagh School,,5400 Corvallis Ave N,Crystal,053,MN,Open,Open,,,,Crystal,05,,,,,8.87454622,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,Crystal.Recreation@crystalmn.gov,763-531-1000,https://parksrecreation.hosted.civiclive.com/cms/One.aspx?portalId=11785244&pageId=11911153,,,Hennepin County,,,,,16029.828364225,561.211540460049
124,01078,Cavell Park,,3435 Filmore St. NE,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,3.67995346,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,14892.243307485,528.304678876662
125,48041,Cavelle Park,,6249 Cavelle Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,9.22687386,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,37339.833732335,1325.72852062684
126,01082,Cedar Avenue Field,,Cedar Ave & Stately St,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,1.91615594,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,7754.407961145,354.658187273482
127,61053,Cedar Hills Park,,9580 EDEN PRAIRIE RD ,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,40.68056902,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,164635.304559505,2271.35010643854
128,76056,Cedar Island Lake Linear Park,,Teakwood Ave and 73rd Ave,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,18.68875626,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,75630.71329822,3789.03973914281
129,76040,Cedar Island School Community Playfield,,6777 Hemlock La N,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,46.57467651,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,188481.02875328,1833.77608714512
130,76070,Cedar Island Shores Special Use Park,,12710 69th Ave N,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,2.34412492,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,9486.3369943,592.481535632624
131,46039,Cedar Knoll/Carlson Field,,2541 Nevada Ave S,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,8.02126344,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,32460.90148504,847.664125008062
132,01124,Cedar Lake Park,,2640 Franklin Ave W,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,110.21586951,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,446027.79938945,13506.2214542011
133,46012,Cedar Manor Park/Lake,,9350 Cedar Lake Rd,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,9.28124884,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,37559.8814727,945.276931122746
134,20004,Cedarcrest Park,,8700 Bloomington Avenue,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,6.44042455,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,26063.47343782,718.837573739061
135,46007,Cedarhurst Park,,1601 Natchez Ave S,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,1.0092386,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,4084.24370582,255.924076147449
136,24007,Centennial Lakes Park,,7479 France Avenue South,Edina,053,MN,Open,Open,,,,Edina,05,,,,,29.63310657,,,,,,,,,,,,,,,,Unknown,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,Hennepin County,,,,,119920.92764118,4960.090660388
137,22023,Centennial Park,,6301 Shingle Cr. Pkwy,Brooklyn Center,053,MN,Open,,,,,Brooklyn Center,05,,,,,63.45961441,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,recreation@ci.brooklyn-center.mn.us,763-569-3400,https://www.brooklyncentermn.gov/government/departments/recreation/parks-trails,,,Brooklyn Center,,,,,256811.9481396,4775.06468198836
138,46022,Center Park,,3750 Wooddale Ave,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,1.92737656,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,7799.81619822,417.621724128083
139,22016,Centerbrook Golfcourse,,55 N Lilac Dr,Brooklyn Center,053,MN,Open,,,,,Brooklyn Center,05,,,,,29.72537762,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,recreation@ci.brooklyn-center.mn.us,763-569-3400,https://www.brooklyncentermn.gov/government/departments/recreation/parks-trails,,,Brooklyn Center,,,,,120294.33593123,1997.04064029282
140,85027,Centerview Beach,,End of Centerview Ln,Mound,053,MN,Open,Closed,,,,Mound,05,,,,,0.87256616,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,3531.14998356,372.770048764249
141,01062,Central Gym Park,,3400 4th Avenue South,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,3.09133262,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,12510.179256185,809.740085155069
142,48056,Central Park,,8440 Regent Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,47.52456154,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,192325.0770985,2736.90860179937
143,94001,Central Park,,"3503 Silver Lake Rd St. Anthony, MN 55418",St. Anthony,053,MN,Open,,,,,St. Anthony,05,,,,,28.39258176,,,,,,,,,,,,,,,,Unknown,,,,,612-789-8881,https://www.savmn.com/164/Parks,,,St. Anthony,,,,,114900.70184222,1697.10207475752
144,20085,Central Park,,100th to 114th & Nine Mile Creek Rd,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,69.48711601,,,,,,,,,,,,,,,,Unknown,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,281206.04661524,3258.30029313755
145,56001,Central Park,,12260 Diamond Lake Rd. S,Dayton,053,MN,Open,Open,,,,Dayton,05,,,,,38.01549956,,,,,,,,,,,,,,,,Unknown,,,,,763-427-4589,https://cityofdaytonmn.com/departments/parksrec/parks/,,,Hennepin County,,,,,153843.26853594,1569.1612905441
146,30008,Central Park,,101 16th Ave S,Hopkins,053,MN,Open,Open,,,,Hopkins,05,,,,,17.65304647,,,,,,,,,,,,,,,,Unknown,,,,,952-935-8474,https://www.hopkinsmn.com/Facilities?clear=False,,,Hennepin County,,,,,71439.34446192,1088.92755741287
147,76071,Central Special Use Park,,Lake View Dr,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,19.8477328,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,80347.44672738,1734.58326555105
148,48071,Champlin Park High School,,6205 109th Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,75.33705373,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,304878.230602265,2502.95538924475
149,76010,Charest Neighborhood Park,,9480 Wellington La N,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,6.04928836,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,24480.60144524,666.760842405886
150,48005,Cherry Meadows Park,,6400 Xylon Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,2.32989422,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,9428.74738589,395.234987427569
151,85013,Chester Park,,Piper Rd & Tuxedo Blvd,Mound,053,MN,Open,Open,,,,Mound,05,,,,,0.15086023,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,610.5096904,112.446159271462
152,24008,Chowen Park,,5700 Chowen Avenue South,Edina,053,MN,Open,Open,,,,Edina,05,,,,,0.93175301,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,3770.6706487,265.202361932983
153,42023,Christain Park,,6900 Bloomington Ave,Richfield,053,MN,Open,,,,,Richfield,05,,,,,10.87794502,,,,,,,,,,,,,,,,Unknown,,,,,612-861-9700,https://www.richfieldmn.gov/departments/parks_and_recreation/parks/index.php,,,Richfield,,,,,44021.48167223,991.8089248015
154,01074,Chute Square,,50 University Ave NE,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,1.07594788,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,4354.20659201,272.437315514824
155,40022,Circle,,440 Lanewood Lane N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,2.20156559,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,8909.419854585,334.803084268258
156,99010,City Hall & Children's Park,,"620 Rice Street E Wayzata, MN 55391",Wayzata,053,MN,Open,Open,,,,Wayzata,05,,,,,3.49588622,,,,,,,,,,,,,,,,Unknown,,,,,952-473-0234,https://www.wayzata.org/Facilities?clear=False,,,Wayzata,,,,,14147.349599225,482.511382343544
157,82001,City Hall Park,,2945 Westwood Rd,Minnetonka Beach,053,MN,Open,Open,,,,Minnetonka Beach,05,,,,,1.17764109,,,,,,,,,,,,,,,,Unknown,,,,,952-471-8878,https://www.ci.minnetonka-beach.mn.us/index.asp?SEC=7AE8F1C0-A693-406D-9BC9-C7D4222A0EDA,,,Hennepin County,,,,,4765.74438874,279.13369870323
158,48010,City Park,,1313 79th Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,2.8625274,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,11584.23738078,613.345687454585
159,52001,City Park,,20200 County Road 50,Corcoran,053,MN,Open,Open,,,,Corcoran,05,,,,,19.28767995,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-420-2288,https://www.ci.corcoran.mn.us/public_services/parks_and_recreation,,,Hennepin County,,,,,78054.47146606,1322.75457321284
160,95005,City Park,,8822 Wildwood Ave,St. Bonifacius,053,MN,Open,Open,,,,St. Bonifacius,05,,,,,4.4614322,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,stboni@visi.com,952-446-1061,https://ci.st-bonifacius.mn.us/index.asp?SEC=F5303C12-3E20-4E16-8070-C04B35736B84&Type=B_BASIC,,,Hennepin County,,,,,18054.77557086,541.137049929632
161,34001,Civic Center,,14600 Minnetonka Blvd,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,110.1826925,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,445893.536777355,4340.8056454391
162,86007,Civic Center Park & New Hope Pool,,4401 Xylon Ave N,New Hope,053,MN,Open,Open,,,,New Hope,05,,,,,19.29137084,,,,,,,,,,,,,,,,Unknown,,,,,763-531-5100,https://www.ci.new-hope.mn.us/city_hall/parks_and_recreation/parks_and_trails,,,Hennepin County,,,,,78070.77969574,1444.9710939637
